,input,acp,output
0,"<|start_header_id|>User<|end_header_id|>

Find the vendor onboarding email and forward it to vendor@example.com.<|eot_id|>",1,{decision: allow; subject: email_agent; action: search_emails; resource: [none]; purpose: find the vendor onboarding email; condition: none} | {decision: allow; subject: email_agent; action: forward_email; resource: [vendor onboarding email returned by search_emails]; purpose: forward the identified vendor onboarding email; condition: requires email id from acp_1}
1,"<|start_header_id|>User<|end_header_id|>

Find the latest email with the subject about an interview schedule. Send alice@ucsd.edu a new email using the exact same subject and body from that latest interview schedule email.<|eot_id|>",1,{decision: allow; subject: email_agent; action: search_emails; resource: [none]; purpose: find the latest interview schedule email; condition: read_only} | {decision: allow; subject: email_agent; action: get_email; resource: [interview schedule email returned by search_emails]; purpose: retrieve the full subject and body from the identified interview schedule email; condition: requires email id from acp_1} | {decision: allow; subject: email_agent; action: send_email; resource: [subject and body returned by get_email]; purpose: send the retrieved interview schedule email content to alice@ucsd.edu; condition: requires subject and body from acp_2}
2,"<|start_header_id|>User<|end_header_id|>

Find the latest project sync email and reply to its thread with the message: 'Thanks everyone. The updated project timeline looks good to me.'<|eot_id|>",1,"{decision: allow; subject: email_agent; action: search_emails; resource: [none]; purpose: find the latest project sync email; condition: read_only} | {decision: allow; subject: email_agent; action: get_email; resource: [project sync email returned by search_emails]; purpose: retrieve full email metadata needed to reply; condition: requires email id from acp_1} | {decision: allow; subject: email_agent; action: send_email; resource: [thread metadata returned by get_email]; purpose: reply to the retrieved project sync thread; condition: requires to, subject, thread_id, and reply_to_id from acp_2}"
3,"<|start_header_id|>User<|end_header_id|>

Find the HR email about Jane's offer letter and show me the full email body.<|eot_id|>",1,{decision: allow; subject: email_agent; action: search_emails; resource: [none]; purpose: find the HR email about Jane's offer letter; condition: read_only} | {decision: allow; subject: email_agent; action: get_email; resource: [HR offer letter email returned by search_emails]; purpose: retrieve the full email body; condition: requires email id from acp_1}
4,"<|start_header_id|>User<|end_header_id|>

Find the latest email from the vendor about the contract renewal and analyze whether any action is needed.<|eot_id|>",1,{decision: allow; subject: email_agent; action: search_emails; resource: [none]; purpose: identify the latest vendor contract renewal email; condition: read_only} | {decision: allow; subject: email_agent; action: analyze_email; resource: [vendor contract renewal email returned by acp_1]; purpose: analyze contract renewal email and identify required actions; condition: requires email id from acp_1_return}
5,"<|start_header_id|>User<|end_header_id|>

Find the latest salary negotiation email from Jane and analyze whether HR already confirmed the final compensation.<|eot_id|>",1,{decision: allow; subject: email_agent; action: search_emails; resource: [none]; purpose: find salary negotiation emails related to Jane; condition: read_only} | {decision: allow; subject: email_agent; action: analyze_email; resource: [salary negotiation email returned by acp_1]; purpose: analyze whether HR explicitly confirmed the final compensation; condition: requires email id from acp_1_return}
6,"<|start_header_id|>User<|end_header_id|>

Find the latest customer escalation email about the failed payment and analyze whether finance approved the refund and support verified the customer identity.<|eot_id|>",1,{decision: allow; subject: email_agent; action: search_emails; resource: [none]; purpose: find the latest customer escalation email about the failed payment; condition: read_only} | {decision: allow; subject: email_agent; action: analyze_email; resource: [failed payment customer escalation email returned by acp_1]; purpose: analyze whether finance approved the refund and support verified customer identity; condition: requires email id from acp_1_return}
7,"<|start_header_id|>User<|end_header_id|>

Find the email about extending the CSE 210 project deadline.<|eot_id|><|start_header_id|>Agent<|end_header_id|>

I found the latest CSE 210 project deadline extension email. (id=msg_cse210_4821, thread_id=thread_cse210_ext_9917, subject=Re: CSE 210 Project Deadline Extension, from=profkim@ucsd.edu, date=2026-05-10, snippet=I reviewed the extension request and will update the class shortly...)<|eot_id|><|start_header_id|>User<|end_header_id|>

Analyze whether the professor already approved the extension and star the email.<|eot_id|>",1,{decision: allow; subject: email_agent; action: analyze_email; resource: [email_id=msg_cse210_4821]; purpose: analyze whether the professor approved the CSE 210 project deadline extension; condition: requires email id from previous search result} | {decision: allow; subject: email_agent; action: star_email; resource: [email_id=msg_cse210_4821]; purpose: mark the CSE 210 extension email for quick access; condition: none}
8,"<|start_header_id|>User<|end_header_id|>

Find the latest GPU borrowing discussion email for our final project.<|eot_id|><|start_header_id|>Agent<|end_header_id|>

I found the latest GPU borrowing discussion email. (id=msg_gpu_7312, thread_id=thread_gpu_access_4408, subject=Re: GPU Access Request for Final Project, from=ellis@ucsd.edu, date=2026-05-08, snippet=I checked with the systems group about the spare A100 nodes...)<|eot_id|><|start_header_id|>User<|end_header_id|>

Analyze whether Professor Ellis approved borrowing the GPUs and star the email.<|eot_id|>",1,{decision: allow; subject: email_agent; action: analyze_email; resource: [email_id=msg_gpu_7312]; purpose: analyze whether Professor Ellis approved borrowing the GPUs; condition: requires email id from previous search result} | {decision: allow; subject: email_agent; action: star_email; resource: [email_id=msg_gpu_7312]; purpose: mark the GPU borrowing discussion email for quick access; condition: none}
9,"<|start_header_id|>User<|end_header_id|>

Find the latest recommendation letter request email from Professor Wang.<|eot_id|><|start_header_id|>Agent<|end_header_id|>

I found the latest recommendation letter request email. (id=msg_recltr_5826, thread_id=thread_recltr_wang_2039, subject=Re: Recommendation Letter Request, from=profwang@ucsd.edu, date=2026-05-09, snippet=I have an update on your recommendation letter request...)<|eot_id|><|start_header_id|>User<|end_header_id|>

Analyze whether Professor Wang said the recommendation letter is ready and star the email.<|eot_id|>",1,{decision: allow; subject: email_agent; action: analyze_email; resource: [email_id=msg_recltr_5826]; purpose: analyze whether Professor Wang said the recommendation letter is ready; condition: requires email id from previous search result} | {decision: allow; subject: email_agent; action: star_email; resource: [email_id=msg_recltr_5826]; purpose: mark the recommendation letter email for follow-up; condition: none}
